WORD	SAMPA	PRON_VARIANT
sigurgestsson	s I: G Y c E s O n	standard_cas
sigurgestsson	s I: G Y r c E s O n	standard_cas
sigurgestsson	s I: G Y r c E s t s O n	standard_clear
sigurinn	s I: G Y r I n	all
sigurjóns	s I: G Y r j ou n s	all
sigurjónsdóttir	s I: G Y r j ou n s t ou h t I r	all
sigurlaug	s I: G Y r l 9i G	all
sigurmarkið	s I: G Y r m a r_0 c I D	all
sigurpáll	s I: G Y r_0 p_h au t l_0	all
sigurpálsson	s I: G Y r_0 p_h au l s O n	all
sigursteinn	s I: G Y r_0 s t ei t n_0	standard_clear
sigursteinn	s I: G Y s t ei t n_0	standard_cas
sigurvegarar	s I: G Y r v E G a r a r	all
sigurvegari	s I: G Y r v E G a r I	all
sigurðardóttir	s I: G Y r D a r_0 t ou h t I r	all
sigurði	s I: G Y r D I	all
sigurðsson	s I: G Y r D s O n	standard_clear
sigurðssonar	s I: G Y r D s O n a r	all
sigurðssyni	s I: G Y r D s I n I	all
sigurður	s I: G Y r D Y r	all
sigþrúður	s I x T r u D Y r	all
sigþórsson	s I x T ou r_0 s O n	all
sikiley	s I: c I l ei	standard_clear
sikiley	s I: c_h I l ei	north_clear
silfri	s I l r I	standard_cas
silfri	s I l v r I	standard_clear
silfruðum	s I l r Y D Y m	standard_cas
silfruðum	s I l v r Y D Y m	standard_clear
silfur	s I l v Y r	all
silfurdoppótt	s I l f Y r t O h p ou h t	all
silfurskeiðina	s I l f Y r_0 s c ei D I n a	standard_clear
silfurskeiðina	s I l f Y s c ei D I n a	standard_cas
silfurverðlaun	s I l v Y r v E r D l 9i n	standard_clear
silja	s I l j a	all
silki	s I l_0 c I	all
silkimálun	s I l c_h I m au l Y n	northeast_clear
silkimálun	s I l_0 c I m au l Y n	standard_clear
silung	s I: l u N k	all
silungana	s I: l u N k a n a	all
silungar	s I: l u N k a r	all
silungi	s I: l u J c I	all
silunginn	s I: l u J c I n	all
silungsveiðivon	s I: l u N s v ei D I v O n	all
silungur	s I: l u N k Y r	all
silva	s I l v a	all
silúngsveiðivon	s I: l u N s v ei D I v O n	all
simon	s ai m O n	all
sin	s I: n	all
sindra	s I n t r a	all
sinfóníuhljómsveit	s I n f ou n i j Y l_0 j ou m s v ei t	standard_clear
sinn	s I n	all
sinna	s I n a	all
sinnar	s I n a r	all
sinnaskipti	s I n a s c I f t I	all
sinni	s I n I	all
sinnir	s I n I r	all
sinnt	s I n t_h	northeast_clear
sinnt	s I n_0 t	standard_clear
sinnum	s I n Y m	all
sippa	s I h p a	all
sir	s 9: r	all
sirkus	s I r_0 k Y s	all
sirrý	s I r i	all
sitja	s I: t j a	standard_clear
sitja	s I: t_h j a	north_clear
sitjandi	s I: t j a n t I	standard_clear
sitjandi	s I: t_h j a n t I	north_clear
sitji	s I: t j I	standard_clear
sitji	s I: t_h j I	north_clear
sitjið	s I: t j I D	standard_clear
sitjið	s I: t_h j I D	north_clear
sitjum	s I: t j Y m	standard_clear
sitjum	s I: t_h j Y m	north_clear
sitkagreni	s I t k a k r E n I	all
sitt	s I h t	all
situr	s I: t Y r	standard_clear
situr	s I: t_h Y r	north_clear
siv	s I: v	all
siðanefndar	s I: D a n E m t a r	all
siðspillta	s I D s p I l_0 t a	all
siðspilltum	s I D s p I l_0 t Y m	all
siður	s I: D Y r	all
sjaldan	s j a l t a n	all
sjaldgæfur	s j a l t c ai v Y r	all
sjaldnast	s j a l t n a s t	all
sjampó	s j a m p_h ou	northeast_clear
sjampó	s j a m_0 p ou	standard_clear
sjampói	s j a m p_h ou I	northeast_clear
sjampói	s j a m_0 p ou I	standard_clear
sje	s j E:	all
sjoppu	s j O h p Y	all
sjoppuna	s j O h p Y n a	all
sjoppunni	s j O h p Y n I	all
sjá	s j au:	all
sjáist	s j au: I s t	all
sjáland	s j au: l a n t	all
sjálf	s j au l v	all
sjálfan	s j au l v a n	all
sjálfar	s j au l v a r	all
sjálfboðaliðar	s j au l p O D a l I D a r	standard_cas
sjálfboðaliðar	s j au l v p O D a l I D a r	standard_clear
sjálfbæra	s j au l f p ai r a	all
sjálfgefið	s j au l c E v I D	standard_cas
sjálfgefið	s j au l f c E v I D	standard_clear
sjálfir	s j au l v I r	all
sjálfnefndri	s j au l n E m t r I	all
sjálfra	s j au l r a	standard_cas
sjálfra	s j au l v r a	standard_clear
sjálfrar	s j au l v r a r	all
sjálfri	s j au l r I	standard_cas
sjálfri	s j au l v r I	standard_clear
sjálfrátt	s j au l r au h t	standard_cas
sjálfrátt	s j au l v r au h t	standard_clear
sjálfráða	s j au l r au D a	standard_cas
sjálfráða	s j au l v r au D a	standard_clear
sjálfráður	s j au l r au D Y r	standard_cas
sjálfráður	s j au l v r au D Y r	standard_clear
sjálfræði	s j au l r ai D I	standard_cas
sjálfræði	s j au l v r ai D I	standard_clear
sjálfs	s j au l f s	standard_clear
sjálfs	s j au l s	standard_cas
sjálfsafgreiðslustöðvum	s j au l f s a v k r ei D s t l Y s t 9 D v Y m	standard_clear
sjálfsafgreiðslustöðvum	s j au l s a v k r ei D s t l Y s t 9 D v Y m	standard_cas
sjálfsafneitun	s j au l f s a v n ei t Y n	standard_clear
sjálfsafneitun	s j au l s a v n ei t Y n	standard_cas
sjálfsafneitun	s j au l v s a v n ei t_h Y n	north_clear
sjálfsagt	s j au l f s a x t	standard_clear
sjálfsagt	s j au l s a x t	standard_cas
sjálfsagða	s j au l f s a G D a	standard_clear
sjálfsagða	s j au l s a G D a	standard_cas
sjálfsagðara	s j au l f s a G D a r a	standard_clear
sjálfsagðara	s j au l s a G D a r a	standard_cas
sjálfsalakaffi	s j au l f s a l a k_h a f I	standard_clear
sjálfsalakaffi	s j au l s a l a k_h a f I	standard_cas
sjálfsbjargarhúsinu	s j au l f s p j a r k a r_0 h u s I n Y	standard_clear
sjálfsbjargarhúsinu	s j au l s p j a r k a r_0 h u s I n Y	standard_cas
sjálfsbjargarviðleitnin	s j au l f s p j a r k a r v I D l ei h t n I n	standard_clear
sjálfsbjargarviðleitnin	s j au l s p j a r k a r v I D l ei h t n I n	standard_cas
sjálfsbjörg	s j au l f s p j 9 r k	standard_clear
sjálfsbjörg	s j au l s p j 9 r k	standard_cas
sjálfsdáðum	s j au l f s t au D Y m	all
sjálfseignarstofnun	s j au l f s ei k n a r_0 s t O p n Y n	standard_clear
sjálfseignarstofnun	s j au l s ei k n a s t O p n Y n	standard_cas
sjálfsfróun	s j au l f s f r ou Y n	standard_clear
sjálfsfróun	s j au l s f r ou Y n	standard_cas
sjálfsgagnrýni	s j au l f s k a k n_0 r i n I	standard_clear
sjálfsgagnrýni	s j au l s k a k r i n I	standard_cas
sjálfshjálp	s j au l f s C au l_0 p	standard_clear
sjálfshjálp	s j au l s C au l_0 p	standard_cas
sjálfshjálparhópur	s j au l f s C au l p_h a r h ou p_h Y r	northeast_clear
sjálfshjálparhópur	s j au l f s C au l_0 p a r h ou p Y r	standard_clear
sjálfshjálparhópur	s j au l f s C au l_0 p a r h ou p_h Y r	north_clear
sjálfshjálparhópur	s j au l s C au l_0 p a r h ou p Y r	standard_cas
sjálfshjálpin	s j au l f s C au l_0 p I n	standard_clear
sjálfshjálpin	s j au l s C au l p_h I n	northeast_clear
sjálfshjálpin	s j au l s C au l_0 p I n	standard_cas
sjálfskaparvíti	s j au l f s k a p a r v i t I	standard_clear
sjálfskaparvíti	s j au l f s k a p_h a r v i t_h I	south_cas
sjálfskaparvíti	s j au l s k a p a r v i t I	standard_cas
sjálfskipaðra	s j au l f s c I p a D r a	standard_clear
sjálfskipaðra	s j au l f s c I p_h a D r a	north_clear
sjálfskipaðra	s j au l s c I p a D r a	standard_cas
sjálfskipt	s j au l f s c I f t	standard_clear
sjálfskipt	s j au l s c I f t	standard_cas
sjálfskiptan	s j au l f s c I f t a n	standard_clear
sjálfskiptan	s j au l s c I f t a n	standard_cas
sjálfskiptingin	s j au l f s c I f t i J c I n	standard_clear
sjálfskiptingin	s j au l s c I f t i J c I n	standard_cas
sjálfskiptingu	s j au l f s c I f t i N k Y	standard_clear
sjálfskiptingu	s j au l s c I f t i N k Y	standard_cas
sjálfskiptur	s j au l f s c I f t Y r	standard_clear
sjálfskiptur	s j au l s c I f t Y r	standard_cas
sjálfskipuð	s j au l f s c I p Y D	standard_clear
sjálfskipuð	s j au l f s c I p_h Y D	north_clear
sjálfskipuð	s j au l s c I p Y D	standard_cas
sjálfskuldarábyrgð	s j au l f s k Y l t a r au p I r D	standard_clear
sjálfskuldarábyrgð	s j au l s k Y l t a r au p I r D	standard_cas
sjálfsmark	s j au l f s m a r_0 k	standard_clear
sjálfsmark	s j au l s m a r_0 k	standard_cas
sjálfsmat	s j au l f s m a t	standard_clear
sjálfsmat	s j au l s m a t	standard_cas
sjálfsmorð	s j au l f s m O r D	standard_clear
sjálfsmorð	s j au l s m O r D	standard_cas
sjálfsmorðsárásir	s j au l f s m O r D s au r au s I r	standard_clear
sjálfsmorðsárásir	s j au l s m O r D s au r au s I r	standard_cas
sjálfsmynd	s j au l f s m I n t	all
sjálfsmyndinni	s j au l f s m I n t I n I	standard_clear
sjálfsmyndinni	s j au l s m I n t I n I	standard_cas
sjálfsstjórn	s j au l f s t j ou r t n_0	standard_clear
sjálfsstjórn	s j au l s t j ou r t n_0	standard_cas
sjálfsstjórnar	s j au l f s t j ou r t n a r	standard_clear
sjálfsstjórnar	s j au l s t j ou t n a r	standard_cas
sjálfsstolt	s j au l f s t O l_0 t	standard_clear
sjálfsstolt	s j au l s t O l_0 t	standard_cas
sjálfstjórn	s j au l f s t j ou r t n_0	standard_clear
sjálfstjórn	s j au l s t j ou t n_0	standard_cas
sjálfstraust	s j au l f s t_h r 9i s t	standard_clear
sjálfstraust	s j au l s t_h r 9i s t	standard_cas
sjálfstraustið	s j au l f s t_h r 9i s t I D	standard_clear
sjálfstraustið	s j au l s t_h r 9i s t I D	standard_cas
sjálfstrausts	s j au l f s t_h r 9i s t s	standard_clear
sjálfstrausts	s j au l s t_h r 9i s	standard_cas
sjálfstæð	s j au l f s t ai D	standard_clear
sjálfstæð	s j au l s t ai D	standard_cas
sjálfstæða	s j au l f s t ai D a	standard_clear
sjálfstæða	s j au l s t ai D a	standard_cas
sjálfstæðan	s j au l f s t ai D a n	standard_clear
sjálfstæðan	s j au l s t ai D a n	standard_cas
sjálfstæðar	s j au l f s t ai D a r	standard_clear
sjálfstæðar	s j au l s t ai D a r	standard_cas
sjálfstæði	s j au l f s t ai D I	standard_clear
sjálfstæði	s j au l s t ai D I	standard_cas
sjálfstæðir	s j au l f s t ai D I r	standard_clear
sjálfstæðir	s j au l s t ai D I r	standard_cas
sjálfstæðis	s j au l f s t ai D I s	standard_clear
sjálfstæðis	s j au l s t ai D I s	standard_cas
sjálfstæðisbaráttunnar	s j au l f s t ai D I s p a r au h t Y n a r	standard_clear
sjálfstæðisbaráttunnar	s j au l s t ai D I s p a r au h t Y n a r	standard_cas
sjálfstæðisflokki	s j au l f s t ai D I s f l O h c I	standard_clear
sjálfstæðisflokki	s j au l s t ai D I s f l O h c I	standard_cas
sjálfstæðisflokkinn	s j au l f s t ai D I s f l O h c I n	standard_clear
sjálfstæðisflokkinn	s j au l s t ai D I s f l O h c I n	standard_cas
sjálfstæðisflokknum	s j au l f s t ai D I s f l O h k n Y m	standard_clear
sjálfstæðisflokknum	s j au l s t ai D I s f l O h k n Y m	standard_cas
sjálfstæðisflokks	s j au l f s t ai D I s f l O h k s	standard_clear
sjálfstæðisflokks	s j au l s t ai D I s f l O h k s	standard_cas
sjálfstæðisflokksins	s j au l f s t ai D I s f l O h k s I n s	standard_clear
sjálfstæðisflokksins	s j au l s t ai D I s f l O h k s I n s	standard_cas
sjálfstæðisflokkurinn	s j au l f s t ai D I s f l O h k Y r I n	standard_clear
sjálfstæðisflokkurinn	s j au l s t ai D I s f l O h k Y r I n	standard_cas
sjálfstæðisfélaganna	s j au l f s t ai D I s f j E l a G a n a	standard_clear
sjálfstæðisfélaganna	s j au l s t ai D I s f j E l a G a n a	standard_cas
sjálfstæðismanna	s j au l f s t ai D I s m a n a	standard_cas
sjálfstæðismanna	s j au l s t ai D I s m a n a	standard_cas
sjálfstæðismaður	s j au l f s t ai D I s m a D Y r	standard_clear
sjálfstæðismaður	s j au l s t ai D I s m a D Y r	standard_cas
sjálfstæðismönnum	s j au l f s t ai D I s m 9 n Y m	standard_clear
sjálfstæðismönnum	s j au l s t ai D I s m 9 n Y m	standard_cas
sjálfstæðra	s j au l f s t ai D r a	standard_clear
sjálfstæðra	s j au l s t ai D r a	standard_cas
sjálfstæðrar	s j au l f s t ai D r a r	standard_clear
sjálfstæðrar	s j au l s t ai D r a r	standard_cas
sjálfstæðri	s j au l f s t ai D r I	standard_clear
sjálfstæðri	s j au l s t ai D r I	standard_cas
sjálfstæðs	s j au l f s t ai D s	standard_clear
sjálfstæðs	s j au l s t ai D s	standard_cas
sjálfstæðu	s j au l f s t ai D Y	standard_clear
sjálfstæðu	s j au l s t ai D Y	standard_cas
sjálfstæðum	s j au l f s t ai D Y m	standard_clear
sjálfstæðum	s j au l s t ai D Y m	standard_cas
sjálfstæður	s j au l f s t ai D Y r	standard_clear
sjálfstæður	s j au l s t ai D Y r	standard_cas
sjálfsvald	s j au l f s v a l t	standard_clear
sjálfsvald	s j au l s v a l t	standard_cas
sjálfsvirðingu	s j au l f s v I r D i N k Y	standard_clear
sjálfsvirðingu	s j au l s v I r D i N k Y	standard_cas
sjálfsvitund	s j au l f s v I t Y n t	standard_clear
sjálfsvitund	s j au l f s v I t_h Y n t	north_clear
sjálfsvitund	s j au l s v I t Y n t	standard_cas
sjálfsvorkunn	s j au l f s v O r_0 k Y n	standard_clear
sjálfsvorkunn	s j au l s v O r_0 k Y n	standard_cas
sjálfsvíg	s j au l f s v i G	standard_clear
sjálfsvíg	s j au l s v i G	standard_cas
sjálfsímynd	s j au l f s i m I n t	standard_clear
sjálfsímynd	s j au l s i m I n t	standard_cas
sjálfsögð	s j au l f s 9 G D	standard_clear
sjálfsögð	s j au l s 9 G D	standard_cas
sjálfsögðu	s j au l f s 9 G D Y	standard_clear
sjálfsöryggi	s j au l f s 9 r I c I	standard_clear
sjálft	s j au l_0 t	all
sjálftrekkjandi	s j au l f t_h r E h c a n t I	all
sjálfu	s j au l v Y	all
sjálfum	s j au l v Y m	all
sjálfur	s j au l v Y r	all
sjást	s j au s t	all
sjáum	s j au: Y m	all
sjáumst	s j au: Y m s t	all
sjávar	s j au: v a r	all
sjávarafurða	s j au: v a r a v Y r D a	all
sjávarfangs	s j au: v a r_0 f au N s	all
sjávarplássa	s j au: v a r_0 p_h l au s a	all
sjávarútveg	s j au: v a r u t v E G	standard_clear
sjávarútveg	s j au: v a r u t_h v E G	north_clear
sjávarútvegi	s j au: v a r u t v ei j I	standard_clear
sjávarútveginn	s j au: v a r u t v ei j I n	standard_clear
sjávarútveginn	s j au: v a r u t_h v ei j I n	north_clear
sjávarútveginum	s j au: v a r u t v ei j I n Y m	standard_clear
sjávarútvegs	s j au: v a r u t v E x s	standard_clear
sjávarútvegs	s j au: v a r u t_h v E x s	north_clear
sjávarútvegsfyrirtæki	s j au: v a r u t v E x s f I r I r_0 t_h ai c I	standard_clear
sjávarútvegsfyrirtæki	s j au: v a r u t v E x s f I r I r_0 t_h ai c_h I	north_clear
sjávarútvegsfyrirtækja	s j au: v a r u t v E k s f I r I r_0 t_h ai c a	standard_clear
sjávarútvegsfyrirtækja	s j au: v a r u t v E k s f I r I r_0 t_h ai c_h a	north_clear
sjávarútvegsins	s j au: v a r u t v E x s I n s	standard_clear
sjávarútvegsins	s j au: v a r u t_h v E x s I n s	north_clear
sjávarútvegsnefndar	s j au: v a r u t v E x s n E m t a r	standard_clear
sjávarútvegsnefndar	s j au: v a r u t_h v E x s n E m t a r	north_clear
sjávarútvegsráðherra	s j au: v a r u t v E x s r au T h E r a	all
sjávarútvegur	s j au: v a r u t v E G Y r	standard_clear
sjávarútvegur	s j au: v a r u t_h v E G Y r	north_clear
sjávarútvegurinn	s j au: v a r u t v E G Y r I n	standard_clear
sjávarútvegurinn	s j au: v a r u t_h v E G Y r I n	north_clear
sjávarþorpi	s j au: v a r_0 T O r_0 p I	all
sjó	s j ou:	all
sjóher	s j ou: h E r	all
sjóinn	s j ou: I n	all
sjókvíaeldi	s j ou: k_h v i j a E l t I	all
sjókvíum	s j ou: k_h v i j Y m	all
sjómaður	s j ou: m a D Y r	all
sjómílur	s j ou: m i l Y r	all
sjón	s j ou: n	all
sjónarhorni	s j ou: n a r_0 h O r t n I	standard_clear
sjónarhorni	s j ou: n a r_0 h O t n I	standard_cas
sjónarmið	s j ou: n a r m I D	all
sjónarmiða	s j ou: n a r m I D a	all
sjónarrönd	s j ou: n a r 9 n t	all
sjónarsviptir	s j ou: n a r_0 s v I f t I r	all
sjóndeildarhringnum	s j ou n t ei l t a r_0 i N n Y m	standard_clear
sjóndeildarhringnum	s j ou n t ei l t a r_0 i n Y m	standard_cas
sjónlagi	s j ou n l ai j I	all
sjónvarp	s j ou n v a r_0 p	all
sjónvarpað	s j ou n v a r_0 p a D	all
sjónvarpi	s j ou n v a r_0 p I	all
sjónvarpinu	s j ou n v a r_0 p I n Y	all
sjónvarpið	s j ou n v a r_0 p I D	all
sjónvarps	s j ou n v a r_0 p s	standard_clear
sjónvarps	s j ou n v a r_0 s	standard_cas
sjónvarpsauglýsinga	s j ou n v a r_0 p s 9i G l i s i N k a	standard_clear
sjónvarpsauglýsinga	s j ou n v a r_0 s 9i G l i s i N k a	standard_cas
sjónvarpsauglýsingar	s j ou n v a r_0 p s 9i G l i s i N k a r	standard_clear
sjónvarpsauglýsingar	s j ou n v a r_0 s 9i G l i s i N k a r	standard_cas
sjónvarpsefni	s j ou n v a r_0 p s E p n I	standard_clear
sjónvarpsefni	s j ou n v a r_0 s E p n I	standard_cas
sjónvarpsefnis	s j ou n v a r_0 p s E p n I s	standard_clear
sjónvarpsefnis	s j ou n v a r_0 s E p n I s	standard_cas
sjónvarpsfréttir	s j ou n v a r_0 p s f r j E h t I r	standard_clear
sjónvarpsfréttir	s j ou n v a r_0 s f r j E h t I r	standard_cas
sjónvarpshol	s j ou n v a r_0 p s h O l	standard_clear
sjónvarpshol	s j ou n v a r_0 s h O l	standard_cas
sjónvarpsins	s j ou n v a r_0 p s I n s	standard_clear
sjónvarpsins	s j ou n v a r_0 s I n s	standard_cas
sjónvarpskokkurinn	s j ou n v a r_0 p s k_h O h k Y r I n	standard_clear
sjónvarpskokkurinn	s j ou n v a r_0 s k_h O h k Y r I n	standard_cas
sjónvarpskort	s j ou n v a r_0 p s k_h O r_0 t	standard_clear
sjónvarpskort	s j ou n v a r_0 s k_h O r_0 t	standard_cas
sjónvarpskvöld	s j ou n v a r_0 p s k_h v 9 l t	standard_clear
sjónvarpskvöld	s j ou n v a r_0 s k_h v 9 l t	standard_cas
sjónvarpsleikrit	s j ou n v a r_0 p s t l ei k r I t	standard_clear
sjónvarpsleikrit	s j ou n v a r_0 s t l ei k r I t	standard_cas
sjónvarpsmynd	s j ou n v a r_0 p s m I n t	standard_clear
sjónvarpsmynd	s j ou n v a r_0 s m I n t	standard_cas
sjónvarpsmálið	s j ou n v a r_0 p s m au l I D	standard_clear
sjónvarpsmálið	s j ou n v a r_0 s m au l I D	standard_cas
sjónvarpssendingar	s j ou n v a r_0 p s E n t i N k a r	standard_clear
sjónvarpssendingar	s j ou n v a r_0 s E n t i N k a r	standard_cas
sjónvarpssjúklingur	s j ou n v a r_0 p s j u h k l i N k Y r	standard_clear
sjónvarpssjúklingur	s j ou n v a r_0 s j u h k l i N k Y r	standard_cas
sjónvarpsskjáinn	s j ou n v a r_0 p s c au I n	standard_clear
sjónvarpsskjáinn	s j ou n v a r_0 s c au I n	standard_cas
sjónvarpsskjáir	s j ou n v a r_0 p s c au I r	standard_clear
sjónvarpsskjáir	s j ou n v a r_0 s c au I r	standard_cas
sjónvarpsskjánum	s j ou n v a r_0 p s c au n Y m	standard_cas
sjónvarpsskjánum	s j ou n v a r_0 s c au n Y m	standard_cas
sjónvarpsstöð	s j ou n v a r_0 p s t 9 D	standard_clear
sjónvarpsstöð	s j ou n v a r_0 s t 9 D	standard_cas
sjónvarpsstöðin	s j ou n v a r_0 p s t 9 D I n	standard_clear
sjónvarpsstöðin	s j ou n v a r_0 s t 9 D I n	standard_cas
sjónvarpsstöðina	s j ou n v a r_0 p s t 9 D I n a	standard_clear
sjónvarpsstöðina	s j ou n v a r_0 s t 9 D I n a	standard_cas
sjónvarpsstöðva	s j ou n v a r_0 p s t 9 D v a	standard_clear
sjónvarpsstöðva	s j ou n v a r_0 s t 9 D v a	standard_cas
sjónvarpsstöðvanna	s j ou n v a r_0 p s t 9 D v a n a	standard_clear
sjónvarpsstöðvanna	s j ou n v a r_0 s t 9 D v a n a	standard_cas
sjónvarpsstöðvar	s j ou n v a r_0 p s t 9 D v a r	standard_clear
sjónvarpsstöðvar	s j ou: n v a r_0 s t 9 D v a r	standard_cas
sjónvarpsstöðvarinnar	s j ou n v a r_0 p s t 9 D v a r I n a r	standard_clear
sjónvarpsstöðvarinnar	s j ou n v a r_0 s t 9 D v a r I n a r	standard_cas
sjónvarpsstöðvarnar	s j ou n v a r_0 p s t 9 D v a r t n a r	standard_clear
sjónvarpsstöðvarnar	s j ou n v a r_0 s t 9 D v a t n a r	standard_cas
sjónvarpstæki	s j ou n v a r_0 p s t_h ai c I	standard_clear
sjónvarpstæki	s j ou n v a r_0 p s t_h ai c_h I	north_clear
sjónvarpstæki	s j ou n v a r_0 s t_h ai c I	standard_cas
sjónvarpstækinu	s j ou n v a r_0 p s t_h ai c I n Y	standard_clear
sjónvarpstækinu	s j ou n v a r_0 p s t_h ai c_h I n Y	north_clear
sjónvarpstækinu	s j ou n v a r_0 s t_h ai c I n Y	standard_cas
sjónvarpstækið	s j ou n v a r_0 p s t_h ai c I D	standard_clear
sjónvarpstækið	s j ou n v a r_0 p s t_h ai: c_h I D	north_clear
sjónvarpstækið	s j ou n v a r_0 s t_h ai c I D	standard_cas
sjónvarpstöðina	s j ou n v a r_0 p s t 9 D I n a	standard_clear
sjónvarpstöðina	s j ou: n v a r_0 s t 9: D I n a	standard_cas
sjónvarpsviðtali	s j ou n v a r_0 p s v I D t_h a l I	standard_clear
sjónvarpsviðtali	s j ou n v a r_0 s v I D t_h a l I	standard_cas
sjónvarpsþátta	s j ou n v a r_0 p s T au h t a	standard_clear
sjónvarpsþátta	s j ou n v a r_0 s T au h t a	standard_cas
sjónvarpsþáttum	s j ou n v a r_0 p s T au h t Y m	standard_clear
sjónvarpsþáttum	s j ou n v a r_0 s T au h t Y m	standard_cas
sjónvarpsþáttunum	s j ou n v a r_0 p s T au h t Y n Y m	standard_clear
